title,release_date,imdb_id,tmdb_id,overview,directors,cast_top5,genres,production_companies,production_countries
After,2019-04-11,tt4126476,537915,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",Jenny Gage,"Josephine Langford, Hero Fiennes Tiffin, Shane Paul McGhie, Khadijha Red Thunder, Dylan Arnold","Romance, Drama","CalMaple Films, Wattpad, Offspring Entertainment, Diamond Film Productions, Voltage Pictures, Frayed Pages Entertainment",US
DC League of Super-Pets,2022-07-27,tt8912936,539681,"When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",Jared Stern,"Dwayne Johnson, Kevin Hart, John Krasinski, Keanu Reeves, Kate McKinnon","Animation, Action, Family, Comedy, Science Fiction","Warner Animation Group, DC Entertainment, Seven Bucks Productions, Animal Logic","CA, US"
Ava,2020-07-02,tt8784956,539885,A black ops assassin is forced to fight for her own survival after a job goes dangerously wrong.,Tate Taylor,"Jessica Chastain, John Malkovich, Common, Colin Farrell, Geena Davis","Action, Thriller, Crime","Freckle Films, Voltage Pictures, Vertical",US
Hustlers,2019-09-12,tt5503686,540901,A crew of savvy former strip club employees band together to turn the tables on their Wall Street clients.,Lorene Scafaria,"Constance Wu, Jennifer Lopez, Julia Stiles, Keke Palmer, Lili Reinhart","Drama, Comedy, Crime","STXfilms, Gloria Sanchez Productions, Nuyorican Productions",US
The French Dispatch,2021-10-21,tt8847712,542178,"The staff of an American magazine based in France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.",Wes Anderson,"Benicio del Toro, Adrien Brody, Tilda Swinton, Léa Seydoux, Frances McDormand","Drama, Comedy","Indian Paintbrush, American Empirical Pictures, Studio Babelsberg","US, DE"
The Negotiation,2018-09-19,tt6904272,542836,An ace crisis negotiator attempts to figure out the real motivation of a man who has kidnapped two people and crack his calm demeanour.,Lee Jong-suk,"Son Ye-jin, Hyun Bin, Kim Sang-ho, Jang Young-nam, Jang Kwang","Crime, Action, Thriller","JK Film, CJ Entertainment",KR
Cinderella and the Secret Prince,2018-09-30,tt6241270,543583,Cinderella discovers a secret that could shake their world: an evil witch turned the prince into a mouse and replaced him with a look-alike. Cinderella and her friends must save the real prince and help him defeat the evil witch.,Lynne Southerland,"Cassandra Lee Morris, Stephen Mendel, R. Martin Klein, Stephanie Sanditz, Terrence Stone","Animation, Adventure, Family, Fantasy","Gold Valley Films, Gold Valley Films","CN, US"
High Society,2018-08-29,tt8865580,543753,"The story of the journey of married couple up the social latter. The husband is professor at Seoul National University who is running for the National Assembly, and his wife is a painter.",Byun Hyuk,"Park Hae-il, Soo Ae, Yoon Je-moon, Ra Mi-ran, Lee Jin-uk",Drama,Hive Media Corp,KR
Dark Figure of Crime,2018-10-03,tt8119680,544627,"A serial killer is caught for his seventh murder. A cop tries to solve the first six cases with the killer's help, but starts to suspect that he has ulterior motives. Based on a true story.",Kim Tae-gyoon,"Kim Yun-seok, Ju Ji-hoon, Moon Jeong-hee, Jin Sun-kyu, Jeong Jong-jun","Crime, Drama","Film 295, Blossom Pictures, Showbox",KR
Everything Everywhere All at Once,2022-03-24,tt6710474,545611,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.","Daniel Scheinert, Daniel Kwan","Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, James Hong, Jamie Lee Curtis","Action, Adventure, Science Fiction","IAC Films, AGBO, Ley Line Entertainment, Year of the Rat",US
Run,2020-11-20,tt8633478,546121,"Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.",Aneesh Chaganty,"Sarah Paulson, Kiera Allen, Pat Healy, Sara Sohn, Erik Athavale","Thriller, Horror, Drama",Search Party,US
Knives Out,2019-11-27,tt8946378,546554,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis, Michael Shannon","Comedy, Crime, Mystery","Lionsgate, MRC, T-Street",US
We Summon the Darkness,2020-08-28,tt8058874,546724,Three best friends attending a heavy-metal show cross paths with sadistic killers after they travel to a secluded country home for an after party.,Marc Meyers,"Alexandra Daddario, Keean Johnson, Logan Miller, Amy Forsyth, Austin Swift","Horror, Thriller","Common Enemy, The Fyzz, Magna Entertainment, Iconic Media One, Highland Film Group, LB Entertainment, Litecoin Foundation, Nightshade Entertainment","US, GB"
House of Hummingbird,2019-08-28,tt8951086,547404,"14-year-old Eun-hee moves through life like a hummingbird searching for a taste of sweetness wherever she may find it. Ignored by her parents and abused by her brother, she finds her escape by roaming the neighborhood with her best friend, going on adventures, and exploring young love.",Kim Bora,"Park Ji-hu, Kim Sae-byuk, Seol Hye-in, Jeong In-gi, Lee Seung-yeon",Drama,"Contents Panda, Mass Ornament Films, Epiphany Film",KR
Intimate Strangers,2018-10-31,tt8986842,548352,A group of people meet for the first time in a long time and play a game that reveals each other's secrets.,JQ Lee,"Yoo Hai-jin, Cho Jin-woong, Lee Seo-jin, Yum Jung-ah, Kim Ji-soo","Drama, Comedy","Lotte Entertainment, SLL, Film Monster, DramaHouse, CJ Entertainment",KR
Last Christmas,2019-11-07,tt8623904,549053,"Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.",Paul Feig,"Emilia Clarke, Henry Golding, Michelle Yeoh, Emma Thompson, Lydia Leonard","Comedy, Romance","Universal Pictures, Feigco Entertainment","GB, US"
The Brutalist,2024-12-20,tt8999762,549509,"When a visionary architect and his wife flee post-war Europe in 1947 to rebuild their legacy and witness the birth of modern United States, their lives are changed forever by a mysterious, wealthy client.",Brady Corbet,"Adrien Brody, Felicity Jones, Guy Pearce, Joe Alwyn, Raffey Cassidy",Drama,"Brookstreet Pictures, Kaplan Morrison, Intake Films, Andrew Lauren Productions, Lipsync Productions, Richmond Pictures, Meyohas Studio, Carte Blanche, Pierce Capital Entertainment","GB, US"
Ordinary People,2018-11-07,tt9174334,549590,"A gym teacher and his female student look for her missing friend. But as they investigate, they find that her disappearance is a part of a larger conspiracy.",Im Jin-soon,"Don Lee, Kim Sae-ron, Jang Kwang, Lee Sang-yeob, Shin Se-hwi","Action, Crime, Thriller, Mystery","Little Big Pictures, Daydream, CJ Entertainment",KR
Saint Judy,2019-03-01,tt5431284,550506,The true story of immigration attorney Judy Wood and how she singlehandedly changed the U.S. law of asylum to save women's lives.,Sean Hanish,"Michelle Monaghan, Leem Lubany, Common, Alfred Molina, Alfre Woodard",Drama,Cannonball Productions,US
Free Guy,2021-08-11,tt6264654,550988,"A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",Shawn Levy,"Ryan Reynolds, Jodie Comer, Lil Rel Howery, Joe Keery, Utkarsh Ambudkar","Comedy, Adventure, Science Fiction","Berlanti Productions, 21 Laps Entertainment, Maximum Effort, Lit Entertainment Group, 20th Century Studios",US
Freaky,2020-11-12,tt10919380,551804,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",Christopher Landon,"Vince Vaughn, Kathryn Newton, Celeste O'Connor, Misha Osherovich, Uriah Shelton","Horror, Comedy","Universal Pictures, Blumhouse Productions, Divide / Conquer",US
Dark Waters,2019-11-22,tt9071322,552178,"A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth.",Todd Haynes,"Mark Ruffalo, Anne Hathaway, Tim Robbins, Bill Pullman, Bill Camp","Drama, Thriller","Participant, Willi Hill, Killer Films",US
Burn the Stage: The Movie,2018-11-15,tt9151704,553512,"Burn the Stage: the Movie is the first movie from BTS, going behind-the-scenes of the BTS WINGS TOUR to reveal the full story of the band’s meteoric rise to fame. This unmissable film provides an intimate look at what happens when the most successful global boy band of all time breaks down barriers and invades the mainstream music scene. Exclusive tour footage and brand-new one-on-one interviews with BTS members give fans an unprecedented glimpse into their lives and an opportunity for everyone to celebrate together worldwide.",Park Jun-soo,"RM, Jin, Suga, j-hope, Jimin","Music, Documentary","Big Hit Entertainment, The Walt Disney Company Korea, Camp Entertainment",KR
Honest Thief,2020-09-03,tt1838556,553604,"A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name.",Mark Williams,"Liam Neeson, Kate Walsh, Jai Courtney, Jeffrey Donovan, Anthony Ramos","Thriller, Action, Crime","The Solution, Dreadnought Films, Zero Gravity Management, Argonaut Entertainment Partners, Honest Thief Productions, Ingenious Media, J Cubed Film Finance, Samuel Marshall Productions, Sprockefeller Pictures, Open Road Films","GB, US"
Default,2018-11-28,tt7233726,554137,Only one week left until South Korea will go under sovereign default. Han Shi-hyun is a leader of the monetary policy team at the Bank of Korea. and is assigned to a crisis team.,Choi Kook-hee,"Kim Hye-soo, Yoo Ah-in, Huh Joon-ho, Jo Woo-jin, Vincent Cassel","Drama, History","Zip Cinema, CJ Entertainment",KR
Swing Kids,2018-12-14,tt7046974,554779,"Rebellious Ki-soo from North Korea is mesmerized by tap dance in prison camps. Ki-soo joins as a team member of a dance team named 'Swing Kids'. Yet suddenly, their dreams about dancing in prison camps are put in danger.",Kang Hyoung-chul,"Doh Kyung-soo, Jared Grimes, Park Hye-su, Oh Jung-se, Kim Min-ho","Drama, War","Annapurna Films, Next Entertainment World",KR
"Endings, Beginnings",2020-06-24,tt9147456,554908,"An artist dumps her longtime boyfriend, but her attempt to take a break from dating ends when she quickly finds herself in two passionate romances.",Drake Doremus,"Shailene Woodley, Jamie Dornan, Sebastian Stan, Matthew Gray Gubler, Lindsay Sloane","Romance, Drama",CJ Entertainment,KR
Unstoppable,2018-11-22,tt9225192,554972,"Dong-chul and Ji-soo are a happily married couple. One day, Dong-chul comes home to find his house in disarray and his wife missing.",Kim Min-ho,"Don Lee, Song Ji-hyo, Kim Seung-o, Kim Min-jae, Park Ji-hwan","Crime, Action, Thriller","BA Entertainment, PLUSMedia Entertainment, Showbox",KR
Brahms: The Boy II,2020-02-20,tt9173418,555974,"After a family moves into the Heelshire Mansion, their young son soon makes friends with a life-like doll called Brahms.",William Brent Bell,"Katie Holmes, Christopher Convery, Owain Yeoman, Ralph Ineson, Anjali Jay","Horror, Mystery, Thriller","STXfilms, Lakeshore Entertainment","AU, CA, CN, US"
